index,content,clean_emoji,language,compound,neg,neu,pos,vader_rating,keyword,extracted_phrases
857,"Good app, I really appreciate it","good application, i really appreciate it",en,0.7089,0.0,0.404,0.596,2,"[('application really appreciate', 0.8129), ('good application really', 0.7557), ('really appreciate', 0.4927), ('good', 0.2902), ('really', 0.1663)]",good application really
857,"Good app, I really appreciate it","good application, i really appreciate it",en,0.7089,0.0,0.404,0.596,2,"[('application really appreciate', 0.8129), ('good application really', 0.7557), ('really appreciate', 0.4927), ('good', 0.2902), ('really', 0.1663)]",really appreciate
857,"Good app, I really appreciate it","good application, i really appreciate it",en,0.7089,0.0,0.404,0.596,2,"[('application really appreciate', 0.8129), ('good application really', 0.7557), ('really appreciate', 0.4927), ('good', 0.2902), ('really', 0.1663)]",good
857,"Good app, I really appreciate it","good application, i really appreciate it",en,0.7089,0.0,0.404,0.596,2,"[('application really appreciate', 0.8129), ('good application really', 0.7557), ('really appreciate', 0.4927), ('good', 0.2902), ('really', 0.1663)]",really
858,Good application to consult with your doctor,good application to consult with your doctor,en,0.4404,0.0,0.674,0.326,1,"[('application consult doctor', 0.8231), ('good application', 0.568), ('consult doctor', 0.4954), ('doctor', 0.4865), ('good', 0.1622)]",application consult doctor
858,Good application to consult with your doctor,good application to consult with your doctor,en,0.4404,0.0,0.674,0.326,1,"[('application consult doctor', 0.8231), ('good application', 0.568), ('consult doctor', 0.4954), ('doctor', 0.4865), ('good', 0.1622)]",good application
858,Good application to consult with your doctor,good application to consult with your doctor,en,0.4404,0.0,0.674,0.326,1,"[('application consult doctor', 0.8231), ('good application', 0.568), ('consult doctor', 0.4954), ('doctor', 0.4865), ('good', 0.1622)]",consult doctor
858,Good application to consult with your doctor,good application to consult with your doctor,en,0.4404,0.0,0.674,0.326,1,"[('application consult doctor', 0.8231), ('good application', 0.568), ('consult doctor', 0.4954), ('doctor', 0.4865), ('good', 0.1622)]",doctor
858,Good application to consult with your doctor,good application to consult with your doctor,en,0.4404,0.0,0.674,0.326,1,"[('application consult doctor', 0.8231), ('good application', 0.568), ('consult doctor', 0.4954), ('doctor', 0.4865), ('good', 0.1622)]",good
859,Very good application and so much helpfully,very good application and so much helpfully,en,0.7764,0.0,0.425,0.575,2,"[('good application helpfully', 0.8295), ('good application', 0.7484), ('application', 0.5716), ('helpfully', 0.4549), ('good', 0.1965)]",good application helpfully
859,Very good application and so much helpfully,very good application and so much helpfully,en,0.7764,0.0,0.425,0.575,2,"[('good application helpfully', 0.8295), ('good application', 0.7484), ('application', 0.5716), ('helpfully', 0.4549), ('good', 0.1965)]",good application
859,Very good application and so much helpfully,very good application and so much helpfully,en,0.7764,0.0,0.425,0.575,2,"[('good application helpfully', 0.8295), ('good application', 0.7484), ('application', 0.5716), ('helpfully', 0.4549), ('good', 0.1965)]",application
859,Very good application and so much helpfully,very good application and so much helpfully,en,0.7764,0.0,0.425,0.575,2,"[('good application helpfully', 0.8295), ('good application', 0.7484), ('application', 0.5716), ('helpfully', 0.4549), ('good', 0.1965)]",helpfully
859,Very good application and so much helpfully,very good application and so much helpfully,en,0.7764,0.0,0.425,0.575,2,"[('good application helpfully', 0.8295), ('good application', 0.7484), ('application', 0.5716), ('helpfully', 0.4549), ('good', 0.1965)]",good
860,"Informative App, Useful App, Love It","informative application, useful application, love it",en,0.7964,0.0,0.36,0.64,2,"[('informative application useful', 0.8992), ('application', 0.674), ('useful', 0.472), ('application love', 0.4633), ('love', 0.1444)]",informative application useful
860,"Informative App, Useful App, Love It","informative application, useful application, love it",en,0.7964,0.0,0.36,0.64,2,"[('informative application useful', 0.8992), ('application', 0.674), ('useful', 0.472), ('application love', 0.4633), ('love', 0.1444)]",application
860,"Informative App, Useful App, Love It","informative application, useful application, love it",en,0.7964,0.0,0.36,0.64,2,"[('informative application useful', 0.8992), ('application', 0.674), ('useful', 0.472), ('application love', 0.4633), ('love', 0.1444)]",useful
860,"Informative App, Useful App, Love It","informative application, useful application, love it",en,0.7964,0.0,0.36,0.64,2,"[('informative application useful', 0.8992), ('application', 0.674), ('useful', 0.472), ('application love', 0.4633), ('love', 0.1444)]",application love
860,"Informative App, Useful App, Love It","informative application, useful application, love it",en,0.7964,0.0,0.36,0.64,2,"[('informative application useful', 0.8992), ('application', 0.674), ('useful', 0.472), ('application love', 0.4633), ('love', 0.1444)]",love
861,"It says free, but i had to pay. Seriously?!?","it says free, but i had to pay. seriously?!?",en,-0.2851,0.345,0.482,0.173,-1,"[('says free', 0.6874), ('free pay seriously', 0.6453), ('pay', 0.3316), ('seriously', 0.0924), ('says', 0.0388)]",says free
861,"It says free, but i had to pay. Seriously?!?","it says free, but i had to pay. seriously?!?",en,-0.2851,0.345,0.482,0.173,-1,"[('says free', 0.6874), ('free pay seriously', 0.6453), ('pay', 0.3316), ('seriously', 0.0924), ('says', 0.0388)]",free pay seriously
861,"It says free, but i had to pay. Seriously?!?","it says free, but i had to pay. seriously?!?",en,-0.2851,0.345,0.482,0.173,-1,"[('says free', 0.6874), ('free pay seriously', 0.6453), ('pay', 0.3316), ('seriously', 0.0924), ('says', 0.0388)]",pay
861,"It says free, but i had to pay. Seriously?!?","it says free, but i had to pay. seriously?!?",en,-0.2851,0.345,0.482,0.173,-1,"[('says free', 0.6874), ('free pay seriously', 0.6453), ('pay', 0.3316), ('seriously', 0.0924), ('says', 0.0388)]",seriously
861,"It says free, but i had to pay. Seriously?!?","it says free, but i had to pay. seriously?!?",en,-0.2851,0.345,0.482,0.173,-1,"[('says free', 0.6874), ('free pay seriously', 0.6453), ('pay', 0.3316), ('seriously', 0.0924), ('says', 0.0388)]",says
862,I can ask many thinga about my health condition and the doctors are nice and friendly.,i can ask many thinga about my health condition and the doctors are nice and friendly.,en,0.7184,0.0,0.7,0.3,1,"[('doctors nice friendly', 0.6158), ('health condition', 0.4908), ('ask thinga', 0.2843), ('friendly', 0.2666), ('nice', 0.04)]",doctors nice friendly
862,I can ask many thinga about my health condition and the doctors are nice and friendly.,i can ask many thinga about my health condition and the doctors are nice and friendly.,en,0.7184,0.0,0.7,0.3,1,"[('doctors nice friendly', 0.6158), ('health condition', 0.4908), ('ask thinga', 0.2843), ('friendly', 0.2666), ('nice', 0.04)]",health condition
862,I can ask many thinga about my health condition and the doctors are nice and friendly.,i can ask many thinga about my health condition and the doctors are nice and friendly.,en,0.7184,0.0,0.7,0.3,1,"[('doctors nice friendly', 0.6158), ('health condition', 0.4908), ('ask thinga', 0.2843), ('friendly', 0.2666), ('nice', 0.04)]",ask thinga
862,I can ask many thinga about my health condition and the doctors are nice and friendly.,i can ask many thinga about my health condition and the doctors are nice and friendly.,en,0.7184,0.0,0.7,0.3,1,"[('doctors nice friendly', 0.6158), ('health condition', 0.4908), ('ask thinga', 0.2843), ('friendly', 0.2666), ('nice', 0.04)]",friendly
862,I can ask many thinga about my health condition and the doctors are nice and friendly.,i can ask many thinga about my health condition and the doctors are nice and friendly.,en,0.7184,0.0,0.7,0.3,1,"[('doctors nice friendly', 0.6158), ('health condition', 0.4908), ('ask thinga', 0.2843), ('friendly', 0.2666), ('nice', 0.04)]",nice
863,Good application for asking help from doctor and lnow the best treatment,good application for asking help from doctor and lnow the best treatment,en,0.8689,0.0,0.479,0.521,2,"[('best treatment', 0.6849), ('asking help doctor', 0.5942), ('application asking', 0.4469), ('help', 0.1568), ('lnow', 0.1545)]",best treatment
863,Good application for asking help from doctor and lnow the best treatment,good application for asking help from doctor and lnow the best treatment,en,0.8689,0.0,0.479,0.521,2,"[('best treatment', 0.6849), ('asking help doctor', 0.5942), ('application asking', 0.4469), ('help', 0.1568), ('lnow', 0.1545)]",asking help doctor
863,Good application for asking help from doctor and lnow the best treatment,good application for asking help from doctor and lnow the best treatment,en,0.8689,0.0,0.479,0.521,2,"[('best treatment', 0.6849), ('asking help doctor', 0.5942), ('application asking', 0.4469), ('help', 0.1568), ('lnow', 0.1545)]",application asking
863,Good application for asking help from doctor and lnow the best treatment,good application for asking help from doctor and lnow the best treatment,en,0.8689,0.0,0.479,0.521,2,"[('best treatment', 0.6849), ('asking help doctor', 0.5942), ('application asking', 0.4469), ('help', 0.1568), ('lnow', 0.1545)]",help
863,Good application for asking help from doctor and lnow the best treatment,good application for asking help from doctor and lnow the best treatment,en,0.8689,0.0,0.479,0.521,2,"[('best treatment', 0.6849), ('asking help doctor', 0.5942), ('application asking', 0.4469), ('help', 0.1568), ('lnow', 0.1545)]",lnow
864,Simple and cheap,simple and cheap,en,0.0,0.0,1.0,0.0,0,"[('simple cheap', 0.9289), ('cheap', 0.7389), ('simple', 0.6088)]",simple cheap
864,Simple and cheap,simple and cheap,en,0.0,0.0,1.0,0.0,0,"[('simple cheap', 0.9289), ('cheap', 0.7389), ('simple', 0.6088)]",cheap
864,Simple and cheap,simple and cheap,en,0.0,0.0,1.0,0.0,0,"[('simple cheap', 0.9289), ('cheap', 0.7389), ('simple', 0.6088)]",simple
865,It helps to have consult online. Though the response quite need time.,it helps to have consult online. though the response quite need time.,en,0.3818,0.0,0.809,0.191,1,"[('helps consult online', 0.7989), ('response quite need', 0.2946), ('online', 0.2935), ('helps', 0.2378), ('time', 0.076)]",helps consult online
865,It helps to have consult online. Though the response quite need time.,it helps to have consult online. though the response quite need time.,en,0.3818,0.0,0.809,0.191,1,"[('helps consult online', 0.7989), ('response quite need', 0.2946), ('online', 0.2935), ('helps', 0.2378), ('time', 0.076)]",response quite need
865,It helps to have consult online. Though the response quite need time.,it helps to have consult online. though the response quite need time.,en,0.3818,0.0,0.809,0.191,1,"[('helps consult online', 0.7989), ('response quite need', 0.2946), ('online', 0.2935), ('helps', 0.2378), ('time', 0.076)]",online
865,It helps to have consult online. Though the response quite need time.,it helps to have consult online. though the response quite need time.,en,0.3818,0.0,0.809,0.191,1,"[('helps consult online', 0.7989), ('response quite need', 0.2946), ('online', 0.2935), ('helps', 0.2378), ('time', 0.076)]",helps
865,It helps to have consult online. Though the response quite need time.,it helps to have consult online. though the response quite need time.,en,0.3818,0.0,0.809,0.191,1,"[('helps consult online', 0.7989), ('response quite need', 0.2946), ('online', 0.2935), ('helps', 0.2378), ('time', 0.076)]",time
866,Great app and service!,great application and service!,en,0.6588,0.0,0.406,0.594,2,"[('great application service', 0.8351), ('great application', 0.7742), ('application', 0.5231), ('service', 0.4878), ('great', 0.3058)]",great application service
866,Great app and service!,great application and service!,en,0.6588,0.0,0.406,0.594,2,"[('great application service', 0.8351), ('great application', 0.7742), ('application', 0.5231), ('service', 0.4878), ('great', 0.3058)]",great application
866,Great app and service!,great application and service!,en,0.6588,0.0,0.406,0.594,2,"[('great application service', 0.8351), ('great application', 0.7742), ('application', 0.5231), ('service', 0.4878), ('great', 0.3058)]",application
866,Great app and service!,great application and service!,en,0.6588,0.0,0.406,0.594,2,"[('great application service', 0.8351), ('great application', 0.7742), ('application', 0.5231), ('service', 0.4878), ('great', 0.3058)]",service
866,Great app and service!,great application and service!,en,0.6588,0.0,0.406,0.594,2,"[('great application service', 0.8351), ('great application', 0.7742), ('application', 0.5231), ('service', 0.4878), ('great', 0.3058)]",great
867,"Very good app, we can know our healthy problem directly to a doctor.","very good application, we can know our healthy problem directly to a doctor.",en,0.4927,0.145,0.538,0.317,1,"[('application know healthy', 0.7256), ('good application', 0.5415), ('problem directly doctor', 0.3702), ('good', 0.1906), ('directly', 0.0252)]",application know healthy
867,"Very good app, we can know our healthy problem directly to a doctor.","very good application, we can know our healthy problem directly to a doctor.",en,0.4927,0.145,0.538,0.317,1,"[('application know healthy', 0.7256), ('good application', 0.5415), ('problem directly doctor', 0.3702), ('good', 0.1906), ('directly', 0.0252)]",good application
867,"Very good app, we can know our healthy problem directly to a doctor.","very good application, we can know our healthy problem directly to a doctor.",en,0.4927,0.145,0.538,0.317,1,"[('application know healthy', 0.7256), ('good application', 0.5415), ('problem directly doctor', 0.3702), ('good', 0.1906), ('directly', 0.0252)]",problem directly doctor
867,"Very good app, we can know our healthy problem directly to a doctor.","very good application, we can know our healthy problem directly to a doctor.",en,0.4927,0.145,0.538,0.317,1,"[('application know healthy', 0.7256), ('good application', 0.5415), ('problem directly doctor', 0.3702), ('good', 0.1906), ('directly', 0.0252)]",good
867,"Very good app, we can know our healthy problem directly to a doctor.","very good application, we can know our healthy problem directly to a doctor.",en,0.4927,0.145,0.538,0.317,1,"[('application know healthy', 0.7256), ('good application', 0.5415), ('problem directly doctor', 0.3702), ('good', 0.1906), ('directly', 0.0252)]",directly
868,Alodokter is the best,alodokter is the best,en,0.6369,0.0,0.417,0.583,2,"[('alodokter best', 0.885), ('alodokter', 0.7823), ('best', 0.2479)]",alodokter best
868,Alodokter is the best,alodokter is the best,en,0.6369,0.0,0.417,0.583,2,"[('alodokter best', 0.885), ('alodokter', 0.7823), ('best', 0.2479)]",alodokter
868,Alodokter is the best,alodokter is the best,en,0.6369,0.0,0.417,0.583,2,"[('alodokter best', 0.885), ('alodokter', 0.7823), ('best', 0.2479)]",best
869,very helpful thank you....the best,very helpful thank you....the best,en,0.8771,0.0,0.166,0.834,2,"[('helpful thank best', 0.7219), ('helpful', 0.5236), ('thank best', 0.3972), ('best', 0.3097), ('thank', 0.3026)]",helpful thank best
869,very helpful thank you....the best,very helpful thank you....the best,en,0.8771,0.0,0.166,0.834,2,"[('helpful thank best', 0.7219), ('helpful', 0.5236), ('thank best', 0.3972), ('best', 0.3097), ('thank', 0.3026)]",helpful
869,very helpful thank you....the best,very helpful thank you....the best,en,0.8771,0.0,0.166,0.834,2,"[('helpful thank best', 0.7219), ('helpful', 0.5236), ('thank best', 0.3972), ('best', 0.3097), ('thank', 0.3026)]",thank best
869,very helpful thank you....the best,very helpful thank you....the best,en,0.8771,0.0,0.166,0.834,2,"[('helpful thank best', 0.7219), ('helpful', 0.5236), ('thank best', 0.3972), ('best', 0.3097), ('thank', 0.3026)]",best
869,very helpful thank you....the best,very helpful thank you....the best,en,0.8771,0.0,0.166,0.834,2,"[('helpful thank best', 0.7219), ('helpful', 0.5236), ('thank best', 0.3972), ('best', 0.3097), ('thank', 0.3026)]",thank
870,"They responded fast, thanks a lot i needed it","they responded fast, thanks a lot i needed it",en,0.4404,0.0,0.734,0.266,1,"[('responded fast thanks', 0.7128), ('fast thanks lot', 0.5091), ('fast', 0.3539), ('lot needed', 0.3174), ('thanks', 0.3022)]",responded fast thanks
870,"They responded fast, thanks a lot i needed it","they responded fast, thanks a lot i needed it",en,0.4404,0.0,0.734,0.266,1,"[('responded fast thanks', 0.7128), ('fast thanks lot', 0.5091), ('fast', 0.3539), ('lot needed', 0.3174), ('thanks', 0.3022)]",fast thanks lot
870,"They responded fast, thanks a lot i needed it","they responded fast, thanks a lot i needed it",en,0.4404,0.0,0.734,0.266,1,"[('responded fast thanks', 0.7128), ('fast thanks lot', 0.5091), ('fast', 0.3539), ('lot needed', 0.3174), ('thanks', 0.3022)]",fast
870,"They responded fast, thanks a lot i needed it","they responded fast, thanks a lot i needed it",en,0.4404,0.0,0.734,0.266,1,"[('responded fast thanks', 0.7128), ('fast thanks lot', 0.5091), ('fast', 0.3539), ('lot needed', 0.3174), ('thanks', 0.3022)]",lot needed
870,"They responded fast, thanks a lot i needed it","they responded fast, thanks a lot i needed it",en,0.4404,0.0,0.734,0.266,1,"[('responded fast thanks', 0.7128), ('fast thanks lot', 0.5091), ('fast', 0.3539), ('lot needed', 0.3174), ('thanks', 0.3022)]",thanks
871,"excellent aplication, must download at least for consult if we have something to ask","excellent aplication, must download at least for consult if we have something to ask",en,0.5719,0.0,0.778,0.222,1,"[('download consult ask', 0.7091), ('excellent aplication download', 0.7022), ('consult', 0.5343), ('excellent aplication', 0.3606), ('ask', 0.1392)]",download consult ask
871,"excellent aplication, must download at least for consult if we have something to ask","excellent aplication, must download at least for consult if we have something to ask",en,0.5719,0.0,0.778,0.222,1,"[('download consult ask', 0.7091), ('excellent aplication download', 0.7022), ('consult', 0.5343), ('excellent aplication', 0.3606), ('ask', 0.1392)]",excellent aplication download
871,"excellent aplication, must download at least for consult if we have something to ask","excellent aplication, must download at least for consult if we have something to ask",en,0.5719,0.0,0.778,0.222,1,"[('download consult ask', 0.7091), ('excellent aplication download', 0.7022), ('consult', 0.5343), ('excellent aplication', 0.3606), ('ask', 0.1392)]",consult
871,"excellent aplication, must download at least for consult if we have something to ask","excellent aplication, must download at least for consult if we have something to ask",en,0.5719,0.0,0.778,0.222,1,"[('download consult ask', 0.7091), ('excellent aplication download', 0.7022), ('consult', 0.5343), ('excellent aplication', 0.3606), ('ask', 0.1392)]",excellent aplication
871,"excellent aplication, must download at least for consult if we have something to ask","excellent aplication, must download at least for consult if we have something to ask",en,0.5719,0.0,0.778,0.222,1,"[('download consult ask', 0.7091), ('excellent aplication download', 0.7022), ('consult', 0.5343), ('excellent aplication', 0.3606), ('ask', 0.1392)]",ask
872,"Thank you dokter, utk respon yg cepat saat chating","thank you dokter, utk respon yg cepat saat chating",en,0.3612,0.0,0.762,0.238,1,"[('cepat saat chating', 0.7371), ('yg cepat', 0.6004), ('thank dokter', 0.5178), ('respon yg', 0.4873), ('utk', 0.3305)]",cepat saat chating
872,"Thank you dokter, utk respon yg cepat saat chating","thank you dokter, utk respon yg cepat saat chating",en,0.3612,0.0,0.762,0.238,1,"[('cepat saat chating', 0.7371), ('yg cepat', 0.6004), ('thank dokter', 0.5178), ('respon yg', 0.4873), ('utk', 0.3305)]",yg cepat
872,"Thank you dokter, utk respon yg cepat saat chating","thank you dokter, utk respon yg cepat saat chating",en,0.3612,0.0,0.762,0.238,1,"[('cepat saat chating', 0.7371), ('yg cepat', 0.6004), ('thank dokter', 0.5178), ('respon yg', 0.4873), ('utk', 0.3305)]",thank dokter
872,"Thank you dokter, utk respon yg cepat saat chating","thank you dokter, utk respon yg cepat saat chating",en,0.3612,0.0,0.762,0.238,1,"[('cepat saat chating', 0.7371), ('yg cepat', 0.6004), ('thank dokter', 0.5178), ('respon yg', 0.4873), ('utk', 0.3305)]",respon yg
872,"Thank you dokter, utk respon yg cepat saat chating","thank you dokter, utk respon yg cepat saat chating",en,0.3612,0.0,0.762,0.238,1,"[('cepat saat chating', 0.7371), ('yg cepat', 0.6004), ('thank dokter', 0.5178), ('respon yg', 0.4873), ('utk', 0.3305)]",utk
873,fast chat respone.. good solution..thanks alodokter,fast chat respone.. good solution..thanks alodokter,en,0.4404,0.0,0.633,0.367,1,"[('fast chat respone', 0.8121), ('solution thanks alodokter', 0.5019), ('respone good solution', 0.3475), ('fast', 0.1935), ('good', 0.0406)]",fast chat respone
873,fast chat respone.. good solution..thanks alodokter,fast chat respone.. good solution..thanks alodokter,en,0.4404,0.0,0.633,0.367,1,"[('fast chat respone', 0.8121), ('solution thanks alodokter', 0.5019), ('respone good solution', 0.3475), ('fast', 0.1935), ('good', 0.0406)]",solution thanks alodokter
873,fast chat respone.. good solution..thanks alodokter,fast chat respone.. good solution..thanks alodokter,en,0.4404,0.0,0.633,0.367,1,"[('fast chat respone', 0.8121), ('solution thanks alodokter', 0.5019), ('respone good solution', 0.3475), ('fast', 0.1935), ('good', 0.0406)]",respone good solution
873,fast chat respone.. good solution..thanks alodokter,fast chat respone.. good solution..thanks alodokter,en,0.4404,0.0,0.633,0.367,1,"[('fast chat respone', 0.8121), ('solution thanks alodokter', 0.5019), ('respone good solution', 0.3475), ('fast', 0.1935), ('good', 0.0406)]",fast
873,fast chat respone.. good solution..thanks alodokter,fast chat respone.. good solution..thanks alodokter,en,0.4404,0.0,0.633,0.367,1,"[('fast chat respone', 0.8121), ('solution thanks alodokter', 0.5019), ('respone good solution', 0.3475), ('fast', 0.1935), ('good', 0.0406)]",good
874,Good for get information about healthy problem,good for get information about healthy problem,en,0.4404,0.22,0.325,0.455,1,"[('good information healthy', 0.7726), ('healthy problem', 0.6602), ('good information', 0.4219), ('problem', 0.2137), ('good', 0.1289)]",good information healthy
874,Good for get information about healthy problem,good for get information about healthy problem,en,0.4404,0.22,0.325,0.455,1,"[('good information healthy', 0.7726), ('healthy problem', 0.6602), ('good information', 0.4219), ('problem', 0.2137), ('good', 0.1289)]",healthy problem
874,Good for get information about healthy problem,good for get information about healthy problem,en,0.4404,0.22,0.325,0.455,1,"[('good information healthy', 0.7726), ('healthy problem', 0.6602), ('good information', 0.4219), ('problem', 0.2137), ('good', 0.1289)]",good information
874,Good for get information about healthy problem,good for get information about healthy problem,en,0.4404,0.22,0.325,0.455,1,"[('good information healthy', 0.7726), ('healthy problem', 0.6602), ('good information', 0.4219), ('problem', 0.2137), ('good', 0.1289)]",problem
874,Good for get information about healthy problem,good for get information about healthy problem,en,0.4404,0.22,0.325,0.455,1,"[('good information healthy', 0.7726), ('healthy problem', 0.6602), ('good information', 0.4219), ('problem', 0.2137), ('good', 0.1289)]",good
875,"Easy to use, simple and good explanation from the doctor","easy to use, simple and good explanation from the doctor",en,0.7003,0.0,0.58,0.42,1,"[('good explanation doctor', 0.5305), ('simple good explanation', 0.4363), ('easy use simple', 0.4351), ('use', 0.211), ('good', 0.1681)]",good explanation doctor
875,"Easy to use, simple and good explanation from the doctor","easy to use, simple and good explanation from the doctor",en,0.7003,0.0,0.58,0.42,1,"[('good explanation doctor', 0.5305), ('simple good explanation', 0.4363), ('easy use simple', 0.4351), ('use', 0.211), ('good', 0.1681)]",simple good explanation
875,"Easy to use, simple and good explanation from the doctor","easy to use, simple and good explanation from the doctor",en,0.7003,0.0,0.58,0.42,1,"[('good explanation doctor', 0.5305), ('simple good explanation', 0.4363), ('easy use simple', 0.4351), ('use', 0.211), ('good', 0.1681)]",easy use simple
875,"Easy to use, simple and good explanation from the doctor","easy to use, simple and good explanation from the doctor",en,0.7003,0.0,0.58,0.42,1,"[('good explanation doctor', 0.5305), ('simple good explanation', 0.4363), ('easy use simple', 0.4351), ('use', 0.211), ('good', 0.1681)]",use
875,"Easy to use, simple and good explanation from the doctor","easy to use, simple and good explanation from the doctor",en,0.7003,0.0,0.58,0.42,1,"[('good explanation doctor', 0.5305), ('simple good explanation', 0.4363), ('easy use simple', 0.4351), ('use', 0.211), ('good', 0.1681)]",good
876,Nice chat with doctor,nice chat with doctor,en,0.4215,0.0,0.517,0.483,1,"[('nice chat doctor', 0.9157), ('nice chat', 0.6377), ('doctor', 0.5261), ('chat', 0.4702), ('nice', 0.2661)]",nice chat doctor
876,Nice chat with doctor,nice chat with doctor,en,0.4215,0.0,0.517,0.483,1,"[('nice chat doctor', 0.9157), ('nice chat', 0.6377), ('doctor', 0.5261), ('chat', 0.4702), ('nice', 0.2661)]",nice chat
876,Nice chat with doctor,nice chat with doctor,en,0.4215,0.0,0.517,0.483,1,"[('nice chat doctor', 0.9157), ('nice chat', 0.6377), ('doctor', 0.5261), ('chat', 0.4702), ('nice', 0.2661)]",doctor
876,Nice chat with doctor,nice chat with doctor,en,0.4215,0.0,0.517,0.483,1,"[('nice chat doctor', 0.9157), ('nice chat', 0.6377), ('doctor', 0.5261), ('chat', 0.4702), ('nice', 0.2661)]",chat
876,Nice chat with doctor,nice chat with doctor,en,0.4215,0.0,0.517,0.483,1,"[('nice chat doctor', 0.9157), ('nice chat', 0.6377), ('doctor', 0.5261), ('chat', 0.4702), ('nice', 0.2661)]",nice
877,Nice apps! Its really help me.,nice application! its really help me.,en,0.7257,0.0,0.397,0.603,2,"[('application really help', 0.7521), ('nice application', 0.678), ('help', 0.261), ('nice', 0.2084), ('really', 0.0684)]",application really help
877,Nice apps! Its really help me.,nice application! its really help me.,en,0.7257,0.0,0.397,0.603,2,"[('application really help', 0.7521), ('nice application', 0.678), ('help', 0.261), ('nice', 0.2084), ('really', 0.0684)]",nice application
877,Nice apps! Its really help me.,nice application! its really help me.,en,0.7257,0.0,0.397,0.603,2,"[('application really help', 0.7521), ('nice application', 0.678), ('help', 0.261), ('nice', 0.2084), ('really', 0.0684)]",help
877,Nice apps! Its really help me.,nice application! its really help me.,en,0.7257,0.0,0.397,0.603,2,"[('application really help', 0.7521), ('nice application', 0.678), ('help', 0.261), ('nice', 0.2084), ('really', 0.0684)]",nice
877,Nice apps! Its really help me.,nice application! its really help me.,en,0.7257,0.0,0.397,0.603,2,"[('application really help', 0.7521), ('nice application', 0.678), ('help', 0.261), ('nice', 0.2084), ('really', 0.0684)]",really
878,Fast response and great,fast response and great,en,0.6249,0.0,0.423,0.577,2,"[('fast response great', 0.8942), ('fast response', 0.8366), ('fast', 0.5762), ('response', 0.5556), ('great', 0.4251)]",fast response great
878,Fast response and great,fast response and great,en,0.6249,0.0,0.423,0.577,2,"[('fast response great', 0.8942), ('fast response', 0.8366), ('fast', 0.5762), ('response', 0.5556), ('great', 0.4251)]",fast response
878,Fast response and great,fast response and great,en,0.6249,0.0,0.423,0.577,2,"[('fast response great', 0.8942), ('fast response', 0.8366), ('fast', 0.5762), ('response', 0.5556), ('great', 0.4251)]",fast
878,Fast response and great,fast response and great,en,0.6249,0.0,0.423,0.577,2,"[('fast response great', 0.8942), ('fast response', 0.8366), ('fast', 0.5762), ('response', 0.5556), ('great', 0.4251)]",response
878,Fast response and great,fast response and great,en,0.6249,0.0,0.423,0.577,2,"[('fast response great', 0.8942), ('fast response', 0.8366), ('fast', 0.5762), ('response', 0.5556), ('great', 0.4251)]",great
879,"Very simple and satisfying apps, can help many people quickly","very simple and satisfying application, can help many people quickly",en,0.7152,0.0,0.573,0.427,1,"[('satisfying application help', 0.6826), ('help people', 0.4462), ('people quickly', 0.3289), ('satisfying', 0.2687), ('help', 0.2209)]",satisfying application help
879,"Very simple and satisfying apps, can help many people quickly","very simple and satisfying application, can help many people quickly",en,0.7152,0.0,0.573,0.427,1,"[('satisfying application help', 0.6826), ('help people', 0.4462), ('people quickly', 0.3289), ('satisfying', 0.2687), ('help', 0.2209)]",help people
879,"Very simple and satisfying apps, can help many people quickly","very simple and satisfying application, can help many people quickly",en,0.7152,0.0,0.573,0.427,1,"[('satisfying application help', 0.6826), ('help people', 0.4462), ('people quickly', 0.3289), ('satisfying', 0.2687), ('help', 0.2209)]",people quickly
879,"Very simple and satisfying apps, can help many people quickly","very simple and satisfying application, can help many people quickly",en,0.7152,0.0,0.573,0.427,1,"[('satisfying application help', 0.6826), ('help people', 0.4462), ('people quickly', 0.3289), ('satisfying', 0.2687), ('help', 0.2209)]",satisfying
879,"Very simple and satisfying apps, can help many people quickly","very simple and satisfying application, can help many people quickly",en,0.7152,0.0,0.573,0.427,1,"[('satisfying application help', 0.6826), ('help people', 0.4462), ('people quickly', 0.3289), ('satisfying', 0.2687), ('help', 0.2209)]",help
880,Good apss.... So helpful 👍👍👍,good apss.... so helpful,en,0.7178,0.0,0.572,0.428,1,"[('good apss helpful', 0.8806), ('good apss', 0.7405), ('apss', 0.6246), ('helpful', 0.4482), ('good', 0.2753)]",good apss helpful
880,Good apss.... So helpful 👍👍👍,good apss.... so helpful,en,0.7178,0.0,0.572,0.428,1,"[('good apss helpful', 0.8806), ('good apss', 0.7405), ('apss', 0.6246), ('helpful', 0.4482), ('good', 0.2753)]",good apss
880,Good apss.... So helpful 👍👍👍,good apss.... so helpful,en,0.7178,0.0,0.572,0.428,1,"[('good apss helpful', 0.8806), ('good apss', 0.7405), ('apss', 0.6246), ('helpful', 0.4482), ('good', 0.2753)]",apss
880,Good apss.... So helpful 👍👍👍,good apss.... so helpful,en,0.7178,0.0,0.572,0.428,1,"[('good apss helpful', 0.8806), ('good apss', 0.7405), ('apss', 0.6246), ('helpful', 0.4482), ('good', 0.2753)]",helpful
880,Good apss.... So helpful 👍👍👍,good apss.... so helpful,en,0.7178,0.0,0.572,0.428,1,"[('good apss helpful', 0.8806), ('good apss', 0.7405), ('apss', 0.6246), ('helpful', 0.4482), ('good', 0.2753)]",good
